AUTHOR ID,AUTHOR NAME (ORIGINAL LANGUAGE),AUTHOR NAME TRANSLITERATION,TITLE ID,TITLE ID,TITLE OF WORK (ORIGINAL LANGUAGE),TITLE OF WORK TRANSLITERATION,LANGUAGE,GENRE,TYPE,DATE,MANUSCRIPT CURRENT LOCATION / PRINT ORIGINAL LOCATION,PUBLISHER,SCRIPT,PAGE COUNT,DIMENSIONS,ADDITIONAL INFO,SPECIFIC EDITION BIBLIOGRAPHY,CONTENT LOCATION,GENERAL BIBLIOGRAPHY,NOTES
45,كاتب چلبي,KATÎB ÇELEBİ,,,جهاننما,Cihānnümā,Turkish,Cihannümâ,MANUSCRIPT,[Not provided],"Berlin, Ms. Or. fol. 4056",N/A,[Not provided],95 yaprak,"30x17,5(22x11) cm",25 str,"Sohrweide, V, 150.",[Not provided],"KZ, s.622-623; Cihannüma, mukaddime; OM, II, 124-131 bilhassa 128-
129; F. Taeschner, ""Die Geographische Literatur der Osmanen"", ZDMG N.F. 2, LXXVII, 1923,
s.31, 33-36, 49-50, 57-59, 61-64, 68-71, 74; aynı müellif, ""Zur Geschichte des Djihannuma"",
Mitteilungun des seminars fur orientalische Sprachen, 29 (1926), s. 99-111; aynı müellif,
""Das Hauptwerk der Geographischen Literatur der Osmanen, Katib Çelebi's Cihannüma"",
Imago Mundi, I, 1935, s.44-47; Adıvar, OTİ, s.137-152; İA, VI, 432-438; V. L. Menage, ""Katib
Celebiana"", Bulletin of the School of Oriental and African Studie, 26 (1963), s.173-175;
William J. Watson, ""lbrahim Mütefen-ika and Turkish Incunabula"", Journal of the American
Oriental Society, 88, 1968, s. 437, 439-440; Manuscript Maps in the Topkapı Saray Library,
s. 85; M. Tayyib Gokbilgin, ""Katip Celebi, Interprete et Renovateur des Traditions
Religieuses au XVIIIe Siecle"", Turcica, 3 (1971) s.71-79; Babinger, OTY, s.214-223; Ahmet T.
Karamustafa, ""Military, Administrative, and Scholarly Maps Plans"", The History of
Cartography, 1992, cilt II, 218; E. Birnbaum Robbins, ""The Questing Mind: Katib Chelebi,
1609-57: a Chapter in Ottoman Intellectual History"", Corolla Torontonensis: studies in
honour of Ronald Morton Smith, Toronto: TSAR, 1994, s.133-158; G. Hagen,
""Uberzeitlichkeit und Geschichte in Katib Celebis Gihannuma"", Archivum Ottomanicum, 15, 1995-96 s.133-159; C. İzgi, ll, 264-267; Kemal Beydilli, Mühendishane ve Üsküdar
Matbaalarmda Basılan Kitapların Listesi ve Bir Katalog, İstanbul 1997, s. 36-39; Diğer
kaynaklar için OALT, s.295-297 ve OMLT, s. 14l'e bak.",
45,كاتب چلبي,KATÎB ÇELEBİ,,,جهاننما,Cihānnümā,Turkish,Cihannümâ,MANUSCRIPT,[Not provided],"İzmir Milli, nr. 1602",N/A,Nesihle,77 yaprak,"29,5x19(22,5x11) cm",19 str,"Katalog, III, 79.",[Not provided],"KZ, s.622-623; Cihannüma, mukaddime; OM, II, 124-131 bilhassa 128-
129; F. Taeschner, ""Die Geographische Literatur der Osmanen"", ZDMG N.F. 2, LXXVII, 1923,
s.31, 33-36, 49-50, 57-59, 61-64, 68-71, 74; aynı müellif, ""Zur Geschichte des Djihannuma"",
Mitteilungun des seminars fur orientalische Sprachen, 29 (1926), s. 99-111; aynı müellif,
""Das Hauptwerk der Geographischen Literatur der Osmanen, Katib Çelebi's Cihannüma"",
Imago Mundi, I, 1935, s.44-47; Adıvar, OTİ, s.137-152; İA, VI, 432-438; V. L. Menage, ""Katib
Celebiana"", Bulletin of the School of Oriental and African Studie, 26 (1963), s.173-175;
William J. Watson, ""lbrahim Mütefen-ika and Turkish Incunabula"", Journal of the American
Oriental Society, 88, 1968, s. 437, 439-440; Manuscript Maps in the Topkapı Saray Library,
s. 85; M. Tayyib Gokbilgin, ""Katip Celebi, Interprete et Renovateur des Traditions
Religieuses au XVIIIe Siecle"", Turcica, 3 (1971) s.71-79; Babinger, OTY, s.214-223; Ahmet T.
Karamustafa, ""Military, Administrative, and Scholarly Maps Plans"", The History of
Cartography, 1992, cilt II, 218; E. Birnbaum Robbins, ""The Questing Mind: Katib Chelebi,
1609-57: a Chapter in Ottoman Intellectual History"", Corolla Torontonensis: studies in
honour of Ronald Morton Smith, Toronto: TSAR, 1994, s.133-158; G. Hagen,
""Uberzeitlichkeit und Geschichte in Katib Celebis Gihannuma"", Archivum Ottomanicum, 15, 1995-96 s.133-159; C. İzgi, ll, 264-267; Kemal Beydilli, Mühendishane ve Üsküdar
Matbaalarmda Basılan Kitapların Listesi ve Bir Katalog, İstanbul 1997, s. 36-39; Diğer
kaynaklar için OALT, s.295-297 ve OMLT, s. 14l'e bak.",
45,كاتب چلبي,KATÎB ÇELEBİ,,,جهاننما,Cihānnümā,Turkish,Cihannümâ,MANUSCRIPT,[Not provided],"Nuruosmaniye, nr.3270",N/A,Nesihle,272 yaprak,"20,9x31,9(10x23) cm","27 str; Başında fihristi, içinde ve sonunda şekiller ve haritalar vardır.",[Not provided],[Not provided],"KZ, s.622-623; Cihannüma, mukaddime; OM, II, 124-131 bilhassa 128-
129; F. Taeschner, ""Die Geographische Literatur der Osmanen"", ZDMG N.F. 2, LXXVII, 1923,
s.31, 33-36, 49-50, 57-59, 61-64, 68-71, 74; aynı müellif, ""Zur Geschichte des Djihannuma"",
Mitteilungun des seminars fur orientalische Sprachen, 29 (1926), s. 99-111; aynı müellif,
""Das Hauptwerk der Geographischen Literatur der Osmanen, Katib Çelebi's Cihannüma"",
Imago Mundi, I, 1935, s.44-47; Adıvar, OTİ, s.137-152; İA, VI, 432-438; V. L. Menage, ""Katib
Celebiana"", Bulletin of the School of Oriental and African Studie, 26 (1963), s.173-175;
William J. Watson, ""lbrahim Mütefen-ika and Turkish Incunabula"", Journal of the American
Oriental Society, 88, 1968, s. 437, 439-440; Manuscript Maps in the Topkapı Saray Library,
s. 85; M. Tayyib Gokbilgin, ""Katip Celebi, Interprete et Renovateur des Traditions
Religieuses au XVIIIe Siecle"", Turcica, 3 (1971) s.71-79; Babinger, OTY, s.214-223; Ahmet T.
Karamustafa, ""Military, Administrative, and Scholarly Maps Plans"", The History of
Cartography, 1992, cilt II, 218; E. Birnbaum Robbins, ""The Questing Mind: Katib Chelebi,
1609-57: a Chapter in Ottoman Intellectual History"", Corolla Torontonensis: studies in
honour of Ronald Morton Smith, Toronto: TSAR, 1994, s.133-158; G. Hagen,
""Uberzeitlichkeit und Geschichte in Katib Celebis Gihannuma"", Archivum Ottomanicum, 15, 1995-96 s.133-159; C. İzgi, ll, 264-267; Kemal Beydilli, Mühendishane ve Üsküdar
Matbaalarmda Basılan Kitapların Listesi ve Bir Katalog, İstanbul 1997, s. 36-39; Diğer
kaynaklar için OALT, s.295-297 ve OMLT, s. 14l'e bak.",
45,كاتب چلبي,KATÎB ÇELEBİ,,,لوامع النور في ظلمة آطلس مينور,Lavāmiʿ al-Nūr fī Ẓulmat Āṭlas Maynūr,Turkish,Atlas,MANUSCRIPT,1061 AH,"Nuruosmaniye, nr.2998",N/A,Talikle,420 yaprak,"19,3x29(12,9x19) cm",27 str,[Not provided],[Not provided],"KZ, s.622-623; Cihannüma, mukaddime; OM, II, 124-131 bilhassa 128-
129; F. Taeschner, ""Die Geographische Literatur der Osmanen"", ZDMG N.F. 2, LXXVII, 1923,
s.31, 33-36, 49-50, 57-59, 61-64, 68-71, 74; aynı müellif, ""Zur Geschichte des Djihannuma"",
Mitteilungun des seminars fur orientalische Sprachen, 29 (1926), s. 99-111; aynı müellif,
""Das Hauptwerk der Geographischen Literatur der Osmanen, Katib Çelebi's Cihannüma"",
Imago Mundi, I, 1935, s.44-47; Adıvar, OTİ, s.137-152; İA, VI, 432-438; V. L. Menage, ""Katib
Celebiana"", Bulletin of the School of Oriental and African Studie, 26 (1963), s.173-175;
William J. Watson, ""lbrahim Mütefen-ika and Turkish Incunabula"", Journal of the American
Oriental Society, 88, 1968, s. 437, 439-440; Manuscript Maps in the Topkapı Saray Library,
s. 85; M. Tayyib Gokbilgin, ""Katip Celebi, Interprete et Renovateur des Traditions
Religieuses au XVIIIe Siecle"", Turcica, 3 (1971) s.71-79; Babinger, OTY, s.214-223; Ahmet T.
Karamustafa, ""Military, Administrative, and Scholarly Maps Plans"", The History of
Cartography, 1992, cilt II, 218; E. Birnbaum Robbins, ""The Questing Mind: Katib Chelebi,
1609-57: a Chapter in Ottoman Intellectual History"", Corolla Torontonensis: studies in
honour of Ronald Morton Smith, Toronto: TSAR, 1994, s.133-158; G. Hagen,
""Uberzeitlichkeit und Geschichte in Katib Celebis Gihannuma"", Archivum Ottomanicum, 15, 1995-96 s.133-159; C. İzgi, ll, 264-267; Kemal Beydilli, Mühendishane ve Üsküdar
Matbaalarmda Basılan Kitapların Listesi ve Bir Katalog, İstanbul 1997, s. 36-39; Diğer
kaynaklar için OALT, s.295-297 ve OMLT, s. 14l'e bak.",
45,كاتب چلبي,KATÎB ÇELEBİ,,,لوامع النور في ظلمة آطلس مينور,Lavāmiʿ al-Nūr fī Ẓulmat Āṭlas Maynūr,Turkish,Atlas,MANUSCRIPT,~1000 AH,"Revan Köşkü, nr.1632",N/A,Nesihle,251 yaprak,"20,5x30,5 cm",39 str,"F. Karatay, TY nr.1426.",[Not provided],"KZ, s.622-623; Cihannüma, mukaddime; OM, II, 124-131 bilhassa 128-
129; F. Taeschner, ""Die Geographische Literatur der Osmanen"", ZDMG N.F. 2, LXXVII, 1923,
s.31, 33-36, 49-50, 57-59, 61-64, 68-71, 74; aynı müellif, ""Zur Geschichte des Djihannuma"",
Mitteilungun des seminars fur orientalische Sprachen, 29 (1926), s. 99-111; aynı müellif,
""Das Hauptwerk der Geographischen Literatur der Osmanen, Katib Çelebi's Cihannüma"",
Imago Mundi, I, 1935, s.44-47; Adıvar, OTİ, s.137-152; İA, VI, 432-438; V. L. Menage, ""Katib
Celebiana"", Bulletin of the School of Oriental and African Studie, 26 (1963), s.173-175;
William J. Watson, ""lbrahim Mütefen-ika and Turkish Incunabula"", Journal of the American
Oriental Society, 88, 1968, s. 437, 439-440; Manuscript Maps in the Topkapı Saray Library,
s. 85; M. Tayyib Gokbilgin, ""Katip Celebi, Interprete et Renovateur des Traditions
Religieuses au XVIIIe Siecle"", Turcica, 3 (1971) s.71-79; Babinger, OTY, s.214-223; Ahmet T.
Karamustafa, ""Military, Administrative, and Scholarly Maps Plans"", The History of
Cartography, 1992, cilt II, 218; E. Birnbaum Robbins, ""The Questing Mind: Katib Chelebi,
1609-57: a Chapter in Ottoman Intellectual History"", Corolla Torontonensis: studies in
honour of Ronald Morton Smith, Toronto: TSAR, 1994, s.133-158; G. Hagen,
""Uberzeitlichkeit und Geschichte in Katib Celebis Gihannuma"", Archivum Ottomanicum, 15, 1995-96 s.133-159; C. İzgi, ll, 264-267; Kemal Beydilli, Mühendishane ve Üsküdar
Matbaalarmda Basılan Kitapların Listesi ve Bir Katalog, İstanbul 1997, s. 36-39; Diğer
kaynaklar için OALT, s.295-297 ve OMLT, s. 14l'e bak.",
45,كاتب چلبي,KATÎB ÇELEBİ,,,لوامع النور في ظلمة آطلس مينور,Lavāmiʿ al-Nūr fī Ẓulmat Āṭlas Maynūr,Turkish,Atlas,MANUSCRIPT,~1000 AH,"Revan Köşkü, nr.1637",N/A,Nesihle,130 yaprak,"13,3x20 cm",23 str; eksik nüsha,"F. Karatay, TY, nr.1427.",[Not provided],"KZ, s.622-623; Cihannüma, mukaddime; OM, II, 124-131 bilhassa 128-
129; F. Taeschner, ""Die Geographische Literatur der Osmanen"", ZDMG N.F. 2, LXXVII, 1923,
s.31, 33-36, 49-50, 57-59, 61-64, 68-71, 74; aynı müellif, ""Zur Geschichte des Djihannuma"",
Mitteilungun des seminars fur orientalische Sprachen, 29 (1926), s. 99-111; aynı müellif,
""Das Hauptwerk der Geographischen Literatur der Osmanen, Katib Çelebi's Cihannüma"",
Imago Mundi, I, 1935, s.44-47; Adıvar, OTİ, s.137-152; İA, VI, 432-438; V. L. Menage, ""Katib
Celebiana"", Bulletin of the School of Oriental and African Studie, 26 (1963), s.173-175;
William J. Watson, ""lbrahim Mütefen-ika and Turkish Incunabula"", Journal of the American
Oriental Society, 88, 1968, s. 437, 439-440; Manuscript Maps in the Topkapı Saray Library,
s. 85; M. Tayyib Gokbilgin, ""Katip Celebi, Interprete et Renovateur des Traditions
Religieuses au XVIIIe Siecle"", Turcica, 3 (1971) s.71-79; Babinger, OTY, s.214-223; Ahmet T.
Karamustafa, ""Military, Administrative, and Scholarly Maps Plans"", The History of
Cartography, 1992, cilt II, 218; E. Birnbaum Robbins, ""The Questing Mind: Katib Chelebi,
1609-57: a Chapter in Ottoman Intellectual History"", Corolla Torontonensis: studies in
honour of Ronald Morton Smith, Toronto: TSAR, 1994, s.133-158; G. Hagen,
""Uberzeitlichkeit und Geschichte in Katib Celebis Gihannuma"", Archivum Ottomanicum, 15, 1995-96 s.133-159; C. İzgi, ll, 264-267; Kemal Beydilli, Mühendishane ve Üsküdar
Matbaalarmda Basılan Kitapların Listesi ve Bir Katalog, İstanbul 1997, s. 36-39; Diğer
kaynaklar için OALT, s.295-297 ve OMLT, s. 14l'e bak.",
45,كاتب چلبي,KATÎB ÇELEBİ,,,لوامع النور في ظلمة آطلس مينور,Lavāmiʿ al-Nūr fī Ẓulmat Āṭlas Maynūr,Turkish,Atlas,MANUSCRIPT,~1000 AH,"İstanbul Üniversitesi, TY, nr.123/1",N/A,Nesihle,yap. 1b-308b,"20,6x29,2 (15x24,2) cm",19 str,[Not provided],[Not provided],"KZ, s.622-623; Cihannüma, mukaddime; OM, II, 124-131 bilhassa 128-
129; F. Taeschner, ""Die Geographische Literatur der Osmanen"", ZDMG N.F. 2, LXXVII, 1923,
s.31, 33-36, 49-50, 57-59, 61-64, 68-71, 74; aynı müellif, ""Zur Geschichte des Djihannuma"",
Mitteilungun des seminars fur orientalische Sprachen, 29 (1926), s. 99-111; aynı müellif,
""Das Hauptwerk der Geographischen Literatur der Osmanen, Katib Çelebi's Cihannüma"",
Imago Mundi, I, 1935, s.44-47; Adıvar, OTİ, s.137-152; İA, VI, 432-438; V. L. Menage, ""Katib
Celebiana"", Bulletin of the School of Oriental and African Studie, 26 (1963), s.173-175;
William J. Watson, ""lbrahim Mütefen-ika and Turkish Incunabula"", Journal of the American
Oriental Society, 88, 1968, s. 437, 439-440; Manuscript Maps in the Topkapı Saray Library,
s. 85; M. Tayyib Gokbilgin, ""Katip Celebi, Interprete et Renovateur des Traditions
Religieuses au XVIIIe Siecle"", Turcica, 3 (1971) s.71-79; Babinger, OTY, s.214-223; Ahmet T.
Karamustafa, ""Military, Administrative, and Scholarly Maps Plans"", The History of
Cartography, 1992, cilt II, 218; E. Birnbaum Robbins, ""The Questing Mind: Katib Chelebi,
1609-57: a Chapter in Ottoman Intellectual History"", Corolla Torontonensis: studies in
honour of Ronald Morton Smith, Toronto: TSAR, 1994, s.133-158; G. Hagen,
""Uberzeitlichkeit und Geschichte in Katib Celebis Gihannuma"", Archivum Ottomanicum, 15, 1995-96 s.133-159; C. İzgi, ll, 264-267; Kemal Beydilli, Mühendishane ve Üsküdar
Matbaalarmda Basılan Kitapların Listesi ve Bir Katalog, İstanbul 1997, s. 36-39; Diğer
kaynaklar için OALT, s.295-297 ve OMLT, s. 14l'e bak.",Unclear what page numbers mean
45,كاتب چلبي,KATÎB ÇELEBİ,,,لوامع النور في ظلمة آطلس مينور,Lavāmiʿ al-Nūr fī Ẓulmat Āṭlas Maynūr,Turkish,Atlas,MANUSCRIPT,~1000 AH,"Bağdad Köşkü, nr.336",N/A,Nesihle,329 yaprak,"20x30,5 cm",[Not provided],"F. Karatay, TY, nr.1428.",[Not provided],"KZ, s.622-623; Cihannüma, mukaddime; OM, II, 124-131 bilhassa 128-
129; F. Taeschner, ""Die Geographische Literatur der Osmanen"", ZDMG N.F. 2, LXXVII, 1923,
s.31, 33-36, 49-50, 57-59, 61-64, 68-71, 74; aynı müellif, ""Zur Geschichte des Djihannuma"",
Mitteilungun des seminars fur orientalische Sprachen, 29 (1926), s. 99-111; aynı müellif,
""Das Hauptwerk der Geographischen Literatur der Osmanen, Katib Çelebi's Cihannüma"",
Imago Mundi, I, 1935, s.44-47; Adıvar, OTİ, s.137-152; İA, VI, 432-438; V. L. Menage, ""Katib
Celebiana"", Bulletin of the School of Oriental and African Studie, 26 (1963), s.173-175;
William J. Watson, ""lbrahim Mütefen-ika and Turkish Incunabula"", Journal of the American
Oriental Society, 88, 1968, s. 437, 439-440; Manuscript Maps in the Topkapı Saray Library,
s. 85; M. Tayyib Gokbilgin, ""Katip Celebi, Interprete et Renovateur des Traditions
Religieuses au XVIIIe Siecle"", Turcica, 3 (1971) s.71-79; Babinger, OTY, s.214-223; Ahmet T.
Karamustafa, ""Military, Administrative, and Scholarly Maps Plans"", The History of
Cartography, 1992, cilt II, 218; E. Birnbaum Robbins, ""The Questing Mind: Katib Chelebi,
1609-57: a Chapter in Ottoman Intellectual History"", Corolla Torontonensis: studies in
honour of Ronald Morton Smith, Toronto: TSAR, 1994, s.133-158; G. Hagen,
""Uberzeitlichkeit und Geschichte in Katib Celebis Gihannuma"", Archivum Ottomanicum, 15, 1995-96 s.133-159; C. İzgi, ll, 264-267; Kemal Beydilli, Mühendishane ve Üsküdar
Matbaalarmda Basılan Kitapların Listesi ve Bir Katalog, İstanbul 1997, s. 36-39; Diğer
kaynaklar için OALT, s.295-297 ve OMLT, s. 14l'e bak.",
45,كاتب چلبي,KATÎB ÇELEBİ,,,لوامع النور في ظلمة آطلس مينور,Lavāmiʿ al-Nūr fī Ẓulmat Āṭlas Maynūr,Turkish,Atlas,MANUSCRIPT,1129 AH (21 Şevval),"Esad Efendi, nr.2042",N/A,Talikle,338 yaprak,"20,5x30,6 (12x21) cm",29 str,[Not provided],[Not provided],"KZ, s.622-623; Cihannüma, mukaddime; OM, II, 124-131 bilhassa 128-
129; F. Taeschner, ""Die Geographische Literatur der Osmanen"", ZDMG N.F. 2, LXXVII, 1923,
s.31, 33-36, 49-50, 57-59, 61-64, 68-71, 74; aynı müellif, ""Zur Geschichte des Djihannuma"",
Mitteilungun des seminars fur orientalische Sprachen, 29 (1926), s. 99-111; aynı müellif,
""Das Hauptwerk der Geographischen Literatur der Osmanen, Katib Çelebi's Cihannüma"",
Imago Mundi, I, 1935, s.44-47; Adıvar, OTİ, s.137-152; İA, VI, 432-438; V. L. Menage, ""Katib
Celebiana"", Bulletin of the School of Oriental and African Studie, 26 (1963), s.173-175;
William J. Watson, ""lbrahim Mütefen-ika and Turkish Incunabula"", Journal of the American
Oriental Society, 88, 1968, s. 437, 439-440; Manuscript Maps in the Topkapı Saray Library,
s. 85; M. Tayyib Gokbilgin, ""Katip Celebi, Interprete et Renovateur des Traditions
Religieuses au XVIIIe Siecle"", Turcica, 3 (1971) s.71-79; Babinger, OTY, s.214-223; Ahmet T.
Karamustafa, ""Military, Administrative, and Scholarly Maps Plans"", The History of
Cartography, 1992, cilt II, 218; E. Birnbaum Robbins, ""The Questing Mind: Katib Chelebi,
1609-57: a Chapter in Ottoman Intellectual History"", Corolla Torontonensis: studies in
honour of Ronald Morton Smith, Toronto: TSAR, 1994, s.133-158; G. Hagen,
""Uberzeitlichkeit und Geschichte in Katib Celebis Gihannuma"", Archivum Ottomanicum, 15, 1995-96 s.133-159; C. İzgi, ll, 264-267; Kemal Beydilli, Mühendishane ve Üsküdar
Matbaalarmda Basılan Kitapların Listesi ve Bir Katalog, İstanbul 1997, s. 36-39; Diğer
kaynaklar için OALT, s.295-297 ve OMLT, s. 14l'e bak.",
45,كاتب چلبي,KATÎB ÇELEBİ,,,لوامع النور في ظلمة آطلس مينور,Lavāmiʿ al-Nūr fī Ẓulmat Āṭlas Maynūr,Turkish,Atlas,MANUSCRIPT,1131 AH,"Istanbul Universitesi, TY, nr.6610",N/A,Nesihle,319 yaprak,"20,3x31(11,5x23) cm",31 str,[Not provided],[Not provided],"KZ, s.622-623; Cihannüma, mukaddime; OM, II, 124-131 bilhassa 128-
129; F. Taeschner, ""Die Geographische Literatur der Osmanen"", ZDMG N.F. 2, LXXVII, 1923,
s.31, 33-36, 49-50, 57-59, 61-64, 68-71, 74; aynı müellif, ""Zur Geschichte des Djihannuma"",
Mitteilungun des seminars fur orientalische Sprachen, 29 (1926), s. 99-111; aynı müellif,
""Das Hauptwerk der Geographischen Literatur der Osmanen, Katib Çelebi's Cihannüma"",
Imago Mundi, I, 1935, s.44-47; Adıvar, OTİ, s.137-152; İA, VI, 432-438; V. L. Menage, ""Katib
Celebiana"", Bulletin of the School of Oriental and African Studie, 26 (1963), s.173-175;
William J. Watson, ""lbrahim Mütefen-ika and Turkish Incunabula"", Journal of the American
Oriental Society, 88, 1968, s. 437, 439-440; Manuscript Maps in the Topkapı Saray Library,
s. 85; M. Tayyib Gokbilgin, ""Katip Celebi, Interprete et Renovateur des Traditions
Religieuses au XVIIIe Siecle"", Turcica, 3 (1971) s.71-79; Babinger, OTY, s.214-223; Ahmet T.
Karamustafa, ""Military, Administrative, and Scholarly Maps Plans"", The History of
Cartography, 1992, cilt II, 218; E. Birnbaum Robbins, ""The Questing Mind: Katib Chelebi,
1609-57: a Chapter in Ottoman Intellectual History"", Corolla Torontonensis: studies in
honour of Ronald Morton Smith, Toronto: TSAR, 1994, s.133-158; G. Hagen,
""Uberzeitlichkeit und Geschichte in Katib Celebis Gihannuma"", Archivum Ottomanicum, 15, 1995-96 s.133-159; C. İzgi, ll, 264-267; Kemal Beydilli, Mühendishane ve Üsküdar
Matbaalarmda Basılan Kitapların Listesi ve Bir Katalog, İstanbul 1997, s. 36-39; Diğer
kaynaklar için OALT, s.295-297 ve OMLT, s. 14l'e bak.",
45,كاتب چلبي,KATÎB ÇELEBİ,,,لوامع النور في ظلمة آطلس مينور,Lavāmiʿ al-Nūr fī Ẓulmat Āṭlas Maynūr,Turkish,Atlas,MANUSCRIPT,~1100 AH,"Bibliotheque Nationale, TY, nr. 1361",N/A,Nesihle,yap. 35b-51a,20x15 cm,[Not provided],"Blochet, TY, II, 245.",[Not provided],"KZ, s.622-623; Cihannüma, mukaddime; OM, II, 124-131 bilhassa 128-
129; F. Taeschner, ""Die Geographische Literatur der Osmanen"", ZDMG N.F. 2, LXXVII, 1923,
s.31, 33-36, 49-50, 57-59, 61-64, 68-71, 74; aynı müellif, ""Zur Geschichte des Djihannuma"",
Mitteilungun des seminars fur orientalische Sprachen, 29 (1926), s. 99-111; aynı müellif,
""Das Hauptwerk der Geographischen Literatur der Osmanen, Katib Çelebi's Cihannüma"",
Imago Mundi, I, 1935, s.44-47; Adıvar, OTİ, s.137-152; İA, VI, 432-438; V. L. Menage, ""Katib
Celebiana"", Bulletin of the School of Oriental and African Studie, 26 (1963), s.173-175;
William J. Watson, ""lbrahim Mütefen-ika and Turkish Incunabula"", Journal of the American
Oriental Society, 88, 1968, s. 437, 439-440; Manuscript Maps in the Topkapı Saray Library,
s. 85; M. Tayyib Gokbilgin, ""Katip Celebi, Interprete et Renovateur des Traditions
Religieuses au XVIIIe Siecle"", Turcica, 3 (1971) s.71-79; Babinger, OTY, s.214-223; Ahmet T.
Karamustafa, ""Military, Administrative, and Scholarly Maps Plans"", The History of
Cartography, 1992, cilt II, 218; E. Birnbaum Robbins, ""The Questing Mind: Katib Chelebi,
1609-57: a Chapter in Ottoman Intellectual History"", Corolla Torontonensis: studies in
honour of Ronald Morton Smith, Toronto: TSAR, 1994, s.133-158; G. Hagen,
""Uberzeitlichkeit und Geschichte in Katib Celebis Gihannuma"", Archivum Ottomanicum, 15, 1995-96 s.133-159; C. İzgi, ll, 264-267; Kemal Beydilli, Mühendishane ve Üsküdar
Matbaalarmda Basılan Kitapların Listesi ve Bir Katalog, İstanbul 1997, s. 36-39; Diğer
kaynaklar için OALT, s.295-297 ve OMLT, s. 14l'e bak.",Unclear what page numbers mean
45,كاتب چلبي,KATÎB ÇELEBİ,,,لوامع النور في ظلمة آطلس مينور,Lavāmiʿ al-Nūr fī Ẓulmat Āṭlas Maynūr,Turkish,Atlas,MANUSCRIPT,~1100 AH,"Köprülü, II. Kısım, nr.178",N/A,Nesihle,502 yaprak,"19,2x31,5(12x22,3) cm",27 str,"Köprülü Kataloğu, II, 497.",[Not provided],"KZ, s.622-623; Cihannüma, mukaddime; OM, II, 124-131 bilhassa 128-
129; F. Taeschner, ""Die Geographische Literatur der Osmanen"", ZDMG N.F. 2, LXXVII, 1923,
s.31, 33-36, 49-50, 57-59, 61-64, 68-71, 74; aynı müellif, ""Zur Geschichte des Djihannuma"",
Mitteilungun des seminars fur orientalische Sprachen, 29 (1926), s. 99-111; aynı müellif,
""Das Hauptwerk der Geographischen Literatur der Osmanen, Katib Çelebi's Cihannüma"",
Imago Mundi, I, 1935, s.44-47; Adıvar, OTİ, s.137-152; İA, VI, 432-438; V. L. Menage, ""Katib
Celebiana"", Bulletin of the School of Oriental and African Studie, 26 (1963), s.173-175;
William J. Watson, ""lbrahim Mütefen-ika and Turkish Incunabula"", Journal of the American
Oriental Society, 88, 1968, s. 437, 439-440; Manuscript Maps in the Topkapı Saray Library,
s. 85; M. Tayyib Gokbilgin, ""Katip Celebi, Interprete et Renovateur des Traditions
Religieuses au XVIIIe Siecle"", Turcica, 3 (1971) s.71-79; Babinger, OTY, s.214-223; Ahmet T.
Karamustafa, ""Military, Administrative, and Scholarly Maps Plans"", The History of
Cartography, 1992, cilt II, 218; E. Birnbaum Robbins, ""The Questing Mind: Katib Chelebi,
1609-57: a Chapter in Ottoman Intellectual History"", Corolla Torontonensis: studies in
honour of Ronald Morton Smith, Toronto: TSAR, 1994, s.133-158; G. Hagen,
""Uberzeitlichkeit und Geschichte in Katib Celebis Gihannuma"", Archivum Ottomanicum, 15, 1995-96 s.133-159; C. İzgi, ll, 264-267; Kemal Beydilli, Mühendishane ve Üsküdar
Matbaalarmda Basılan Kitapların Listesi ve Bir Katalog, İstanbul 1997, s. 36-39; Diğer
kaynaklar için OALT, s.295-297 ve OMLT, s. 14l'e bak.",
